address,price,contract_price,contract_date,type,zoning,land_area,building_area,floor_area,floor_plan,construction_year
旭川市緑が丘2条1丁目1-38 ﾀﾏﾀｳﾝ1号棟,32800000,32800000,2025/12/2,既存住宅,宅地 / 第１種低層住居専用地域,174.68,,103.92,5部屋 - ４ＳＬＤＫ,2024
旭川市6条通2丁目2500番地の6,27800000,27500000,2025/11/30,既存住宅,宅地 / 第２種住居地域,264.03,,125.04,4部屋 - ４ＬＤＫ,2006
旭川市大雪通7丁目506-84,6800000,6800000,2025/12/1,既存住宅,宅地 / 準工業地域,209.93,,91.53,4部屋 - ４ＳＬＤＫ,1981
旭川市永山7条9丁目104番13(住居表示:5番7号)【2】,4900000,3000000,2025/11/23,既存住宅,宅地 / 第１種低層住居専用地域,157.69,,90.85,5部屋 - ４ＬＤＫ,1978
旭川市永山4条5丁目1番11号,7000000,6500000,2025/11/30,既存住宅,宅地 / 準工業地域,264.31,,109.75,4部屋 - ４ＬＤＫ,1979
旭川市5条通23丁目2142-17,5980000,5980000,2025/11/30,既存住宅,宅地 / 第１種住居地域,165.01,,119.67,4部屋 - ４ＬＤＫ,1986
旭川市忠和7条6丁目6-14,2900000,2900000,2025/11/18,既存住宅,宅地 / 第１種低層住居専用地域,255.62,,105.88,4部屋 - ４ＬＤＫ,1972
旭川市末広4条7丁目264番64,6200000,6200000,2025/11/28,既存住宅,宅地 / 第２種中高層住居専用地域,221.5,,61.14,3部屋 - ２ＬＤＫ,1967
旭川市末広3条4丁目850番161,3800000,3800000,2025/11/21,既存住宅,宅地 / 第１種低層住居専用地域,146.51,,82.63,-,1978
旭川市永山1条10丁目1番4号【2】,13900000,13000000,2025/11/28,既存住宅,宅地 / 準工業地域,225.92,,134.68,5部屋 - ４ＬＤＫ,2003
旭川市春光台3条8丁目4番地25,5500000,5500000,2025/11/28,既存住宅,宅地 / 第１種低層住居専用地域,287.7,,126.36,4部屋 - ４LLDK,2001
旭川市神楽3条11丁目2番15号【2】,20800000,20500000,2025/11/28,既存住宅,宅地 / 第２種中高層住居専用地域,386.77,,109.93,3部屋 - ２ＬＤＫ,1998
旭川市東光8条2丁目5番7号,5200000,5200000,2025/11/27,既存住宅,宅地 / 第２種中高層住居専用地域,163.78,,85.77,4部屋 - ４ＬＤＫ,1968
旭川市永山1条9丁目2番14号(住居表示),6240000,6240000,2025/11/27,既存住宅,宅地 / 準工業地域,224.39,,86.06,4部屋 - ３ＬＤＫ,1984
旭川市永山8条3丁目7番14号,2200000,1350000,2025/11/27,既存住宅,宅地 / 準工業地域,132.3,,84.24,5部屋 - ５ＬＤＫ,1977
旭川市神楽岡12条6丁目1番22号,8800000,8800000,2025/11/26,既存住宅,宅地 / 第１種低層住居専用地域,166.41,,81.8,3部屋 - ３ＬＤＫ,1977
旭川市東鷹栖2条2丁目635番388,11980000,11980000,2025/11/26,既存住宅,宅地 / 第２種中高層住居専用地域,261.81,,98.95,4部屋 - ４ＬＤＫ,1988
旭川市大町1条11丁目97-220,31000000,30000000,2025/11/25,既存住宅,宅地 / 第２種中高層住居専用地域,365.28,,109.3,4部屋 - ４ＬＤＫ,2021
旭川市神居3条20丁目67番89,9500000,9500000,2025/11/17,既存住宅,宅地 / 第１種低層住居専用地域,255.8,,114.27,4部屋 - ４ＬＤＫ,1988
旭川市永山1条7丁目58番28､38番21(住居表示 3番10号),16900000,16900000,2025/11/25,既存住宅,宅地 / 準工業地域,210,,101.25,6部屋 - ５ＬＤＫ,1998
旭川市川端町3条8丁目1番25号,3500000,3300000,2025/11/21,既存住宅,宅地 / 第１種住居地域,132.71,,96.1,4部屋 - ４ＬＤＫ,1995
旭川市緑が丘3条1丁目1番3号,8800000,8300000,2025/11/24,既存住宅,宅地 / 第１種低層住居専用地域,278,,119.88,- ４ＬＤＫ,1982
旭川市東鷹栖4条3丁目636番313【2】,13800000,13300000,2025/11/24,既存住宅,宅地 / 第２種中高層住居専用地域,233.56,,128,5部屋 - ４ＬＤＫ,2003
旭川市豊岡5条5丁目2-20【2】,8000000,7000000,2025/11/23,既存住宅,宅地 / 第２種中高層住居専用地域,247.93,,114.09,5部屋 - ４ＬＤＫ,1981
旭川市春光台4条1丁目7-8,12990000,12990000,2025/11/21,既存住宅,宅地 / 第１種低層住居専用地域,546.69,,132.48,5部屋 - ５ＬＤＫ,2001
旭川市末広3条12丁目,6660000,6660000,2025/11/20,既存住宅,宅地 / 第１種低層住居専用地域,254.09,,92.34,4部屋 - ３ＬＤＫ,1988
旭川市永山5条24丁目1番21-2号,26500000,25800000,2025/11/1,既存住宅,宅地 / 第１種低層住居専用地域,255.76,,120.97,4部屋 - ４ＳＬＤＫ,2018
旭川市東光4条2丁目2番16号,17500000,16500000,2025/11/18,既存住宅,宅地 / 第２種中高層住居専用地域,301.5,,118.26,- ３ＬＤＫ,1992
旭川市神居2条18丁目17番地102(住居表示2番29号),9990000,9990000,2025/11/16,既存住宅,宅地 / 第２種中高層住居専用地域,201.41,,80.31,3部屋 - ３ＬＤＫ,1991
旭川市末広2条9丁目1番26号(1293番地196)【2】,8800000,6500000,2025/11/14,既存住宅,宅地 / 第１種低層住居専用地域,250.25,,118.41,5部屋 - ４ＬＤＫ,1986
旭川市東光6条6丁目,18000000,18000000,2025/11/14,既存住宅,宅地 / 第２種中高層住居専用地域,266.01,,103.5,5部屋 - ４ＬＤＫ,2003
旭川市神楽5条7丁目2-24,7800000,7800000,2025/11/12,既存住宅,宅地 / 第２種中高層住居専用地域,301.8,,135.67,- ５ＬＤＫ,1979
旭川市台場4条1丁目2番14号(249番280),300000,300000,2025/11/13,既存住宅,宅地 / 第１種低層住居専用地域,241.97,,81,3部屋 - ３ＬＤＫ,1972
旭川市神居6条16丁目6番3号,11000000,10500000,2025/11/13,既存住宅,宅地 / 第１種低層住居専用地域,343.8,,162.4,- ５ＬＤＫ,1987
旭川市神楽岡5条5丁目,10000000,10000000,2025/11/12,既存住宅,宅地 / 第１種低層住居専用地域,236.05,,133.64,3部屋 - ３ＳＬＤＫ,1985
旭川市永山8条19丁目114番95,28800000,28800000,2025/11/12,既存住宅,宅地 / 第１種低層住居専用地域,348.17,,199.43,5部屋 - ４ＳＬＤＫ,1997
旭川市永山1条24丁目7番5号,3600000,2200000,2025/11/12,既存住宅,/ 第１種住居地域,204.69,,88.69,3部屋 - ３ＬＤＫ,1982
旭川市高砂台5丁目1番11号,800000,800000,2025/11/11,既存住宅,宅地 / 第１種低層住居専用地域,220,,88.29,5部屋 - ４ＬＤＫ,1981
旭川市東5条2丁目,2900000,1500000,2025/11/10,既存住宅,宅地 / 第１種住居地域,132.21,,106.92,5部屋 - ４ＬＤＫ,1980
旭川市旭町1条11丁目2147番57,5500000,5400000,2025/11/10,既存住宅,宅地 / 第１種住居地域,185.13,,126.36,- ４ＳＬＤＫ,1988
旭川市忠和3条4丁目7-15,7800000,7800000,2025/11/9,既存住宅,宅地 / 第１種低層住居専用地域,234,,119.61,5部屋 - ５ＬＤＫ,1991
旭川市神楽岡11条9丁目1番12号,27800000,27800000,2025/11/9,既存住宅,宅地 / 第１種低層住居専用地域,237.76,,127.14,4部屋 - ４ＳＬＤＫ,2018
旭川市豊岡5条9丁目99番7(2番14号)【2】,8900000,8500000,2025/11/8,既存住宅,宅地 / 第１種低層住居専用地域,396.42,,195.61,4部屋 - ３ＬＤＫ,1986
旭川市東旭川北三条6丁目6番36番,7800000,7800000,2025/11/5,既存住宅,宅地 / 準工業地域,334.63,,116.64,4部屋 - ４ＬＤＫ,1980
旭川市忠和3条6丁目2-12,5500000,2500000,2025/11/5,既存住宅,宅地 / 第１種住居地域,386.73,,108.24,- ４ＬＤＫ,1972
旭川市東光7条3丁目4番15号,6800000,6200000,2025/11/5,既存住宅,宅地 / 第２種中高層住居専用地域,247.92,,94.19,4部屋 - ４ＬＤＫ,1972
旭川市末広2条5丁目2番10号,12000000,12000000,2025/11/5,既存住宅,宅地 / 第１種低層住居専用地域,273.95,,128.9,5部屋 - ５ＬＤＫ,1994
旭川市高砂台6丁目7番4号,13800000,13500000,2025/11/4,既存住宅,宅地 / 第１種低層住居専用地域,396.69,,130.81,4部屋 - ４ＬＤＫ,2002
旭川市3条西2丁目,19800000,19274000,2025/11/4,既存住宅,宅地 / 第２種住居地域,436.22,,72.87,1部屋 - １ＬＤＫ,2013
旭川市東光8条10丁目3番14号,14500000,14500000,2025/11/4,既存住宅,宅地 / 第１種低層住居専用地域,242.15,,90.24,4部屋 - ４ＬＤＫ,1994
旭川市永山6条8丁目3番6号,22300000,22300000,2025/10/30,既存住宅,宅地 / 第１種低層住居専用地域,154.73,,100.19,3部屋 - ３ＳＬＤＫ,2017
旭川市永山8条3丁目101番地92(住居表示:5番11号)【2】,3500000,3500000,2025/11/2,既存住宅,宅地 / 準工業地域,157.5,,71.28,4部屋 - ３ＬＤＫ,1975
旭川市東旭川北2条5丁目3番14号,12990000,12990000,2025/11/1,既存住宅,宅地 / 第２種中高層住居専用地域,264.45,,97.2,2部屋 - ２ＬＤＫ,1987
旭川市大町2条9丁目173‐250,3500000,3500000,2025/11/1,既存住宅,宅地 / 第１種住居地域,278.45,,98.01,5部屋 - ５ＬＤＫ,1976
旭川市東旭川北2条6丁目113番74､113番75(住居表示:5-15),22900000,22900000,2025/10/31,既存住宅,宅地 / 第２種中高層住居専用地域,330.55,,124.2,3部屋 - ３ＬＤＫ,2015
旭川市永山2条21丁目2番26号,3800000,1700000,2025/10/31,既存住宅,宅地 / 第１種住居地域,165.26,,102.45,4部屋 - ３ＬＤＫ,1967
旭川市錦町22丁目2162-184他1筆,3000000,3000000,2025/10/31,既存住宅,宅地 / 第１種住居地域,261.8,,123.93,6部屋 - ５ＬＤＫ,1977
旭川市東光8条10丁目3番14号,14500000,14500000,2025/10/31,既存住宅,宅地 / 第１種低層住居専用地域,242.15,,90.24,4部屋 - ４ＬＤＫ,1994
旭川市大町2条4丁目21番地28､21番地470,32000000,32000000,2025/10/31,既存住宅,宅地 / 第１種住居地域,735.72,,202.05,6部屋 - ５ＬＤＫ,1997
旭川市緑が丘4条1丁目1番41,11800000,11800000,2025/10/31,既存住宅,宅地 / 第１種低層住居専用地域,300.88,,158.51,6部屋 - ６ＬＤＫ,1995
旭川市神居1条9丁目2番7号,14550000,14550000,2025/10/31,既存住宅,宅地 / 第１種住居地域,188.42,,98.82,4部屋 - ３ＬＤＫ,1983
旭川市春光台4条8丁目2番6(住居表示:2番6号),4000000,3000000,2025/10/31,既存住宅,宅地 / 第１種低層住居専用地域,357.03,,110.16,2部屋 - ２ＬＤＫ,1989
旭川市大町1条18丁目134-123,7300000,6900000,2025/10/30,既存住宅,宅地 / 第２種中高層住居専用地域,216.32,,90.25,4部屋 - ４ＬＤＫ,1977
旭川市東光12条2丁目1番14号,12500000,8000000,2025/10/29,既存住宅,宅地 / 第２種中高層住居専用地域,208.3,,124.5,- ５ＬＤＫ,1990
旭川市永山4条9丁目6-7-2,23800000,23800000,2025/10/29,既存住宅,宅地 / 準工業地域,151.49,,99.36,3部屋 - ３ＬＤＫ,2012
旭川市高砂台4丁目2番5号,200000,200000,2025/10/29,既存住宅,宅地 / 第１種低層住居専用地域,320,,60.31,3部屋 - ３ＬＤＫ,1966
旭川市忠和3条5丁目9番1号,4300000,4300000,2025/10/28,既存住宅,宅地 / 第１種低層住居専用地域,185.11,,101.25,4部屋 - ４ＬＤＫ,1983
旭川市春光台1条2丁目,4200000,4200000,2025/10/24,既存住宅,宅地 / 第１種低層住居専用地域,612.79,,116.52,6部屋 - ５ＬＤＫ,1966
旭川市豊岡8条2丁目5番9号,7980000,7980000,2025/10/28,既存住宅,宅地 / 第２種中高層住居専用地域,143.79,,119.6,3部屋 - ２ＬＤＫ,1999
旭川市豊岡13条6丁目61番8(住居表示7番3号),28600000,28600000,2025/10/22,既存住宅,宅地 / 第２種中高層住居専用地域,289.51,,104.02,4部屋 - ４ＬＤＫ,2022
旭川市春光台2条1丁目4番3号,12980000,12980000,2025/10/28,既存住宅,宅地 / 第２種中高層住居専用地域,289.24,,125.97,- ５ＬＤＫ,1995
旭川市東光6条10丁目5番4号,26800000,26800000,2025/10/28,既存住宅,宅地 / 第１種低層住居専用地域,226.32,,105.78,4部屋 - ４ＬＤＫ,1994
旭川市豊岡14条4丁目2-3(地番:2番3),3800000,3800000,2025/10/28,既存住宅,宅地 / 第２種中高層住居専用地域,297.99,,97.08,4部屋 - ４ＬＤＫ,1973
旭川市忠和6条1丁目,4000000,4000000,2025/10/28,既存住宅,宅地 / 第２種中高層住居専用地域,207.68,,83.44,5部屋 - ４ＬＤＫ,1985
旭川市忠和6条1丁目3番5号,7000000,6900000,2025/10/27,既存住宅,宅地 / 第２種中高層住居専用地域,224.2,,107.65,5部屋 - ４ＬＤＫ,1991
旭川市末広1条5丁目4番20号,1980000,1980000,2025/10/27,既存住宅,宅地 / 第１種低層住居専用地域,191.46,,109.75,4部屋 - ４ＳＬＤＫ,1977
旭川市神居5条17丁目2番1号,12800000,12000000,2025/10/26,既存住宅,宅地 / 第１種低層住居専用地域,216.71,,112.47,- ４ＬＤＫ,1993
旭川市永山4条10丁目2番39号,21800000,21800000,2025/10/25,既存住宅,宅地 / 準工業地域,150.25,,135,3部屋 - ３ＳＬＤＫ,1989
旭川市東光14条7丁目3番15号,23410000,23410000,2025/10/25,既存住宅,宅地 / 第１種低層住居専用地域,325.19,,109.47,5部屋 - ４ＬＤＫ,2015
旭川市3条通16丁目841番3(941番3号)[2],6300000,5800000,2025/10/25,既存住宅,宅地 / 商業地域,109.09,,116.75,4部屋 - ４ＬＤＫ,1960
旭川市東4条9丁目32番(住居表示:2番15号),7400000,5800000,2025/10/24,既存住宅,宅地 / 準住居地域,165.62,,162.49,3部屋 - ３ＳＬＤＫ,1982
旭川市豊岡4条6丁目74番地29(3番5号)【2】,5300000,5300000,2025/10/24,既存住宅,宅地 / 準工業地域,254.99,,121.7,4部屋 - ３ＬＤＫ,1977
旭川市春光台2条4丁目2番地9(2番9号)【2】,2800000,2800000,2025/10/23,既存住宅,宅地 / 第１種低層住居専用地域,236.33,,118.21,5部屋 - ４ＳＬＤＫ,1985
旭川市永山6条3丁目2番7号,16000000,16000000,2025/10/4,既存住宅,宅地 / 準工業地域,307.12,,202.88,8部屋 - ３ＬＤＫ,1997
旭川市春光台2条4丁目2番地5(住居表示:2番5号)【2】,2500000,2500000,2025/10/23,既存住宅,宅地 / 第１種低層住居専用地域,260.95,,57.96,3部屋 - ２ＬＤＫ,1973
旭川市永山4条13丁目3番15号,19800000,19800000,2025/10/23,既存住宅,宅地 / 準工業地域,247.93,,108.94,4部屋 - ４ＬＤＫ,2015
旭川市春光4条7丁目368番13,34500000,34500000,2025/10/22,既存住宅,宅地 / 第２種中高層住居専用地域,275.99,,133.9,4部屋 - ４ＬＤＫ,2022
旭川市旭町2条13丁目297-285,14800000,14800000,2025/10/22,既存住宅,宅地 / 第１種住居地域,146.19,,109.3,5部屋 - ４ＬＤＫ,2011
旭川市永山7条14丁目6番13号,9200000,9200000,2025/10/21,既存住宅,宅地 / 第１種低層住居専用地域,185.11,,92.34,3部屋 - ３ＬＤＫ,1982
旭川市新富1条3丁目 82番,3500000,3500000,2025/10/20,既存住宅,宅地 / 第１種住居地域,232.75,,51.23,5部屋 - ４ＬＤＫ,1961
旭川市神楽6条13丁目808番17(5番7号)[2],5300000,5300000,2025/7/22,既存住宅,宅地 / 第２種中高層住居専用地域,195.87,,88.59,4部屋 - ４ＬＤＫ,1978
旭川市豊岡1条7丁目2番,7500000,7500000,2025/10/20,既存住宅,宅地 / 第２種中高層住居専用地域,221.67,,92.88,5部屋 - ４ＬＤＫ,1983
旭川市川端町4条8丁目1番11号,25800000,25800000,2025/10/20,既存住宅,宅地 / 第１種住居地域,190.77,,118.98,4部屋 - ４ＬＤＫ,2021
旭川市豊岡4条3丁目8番1号,22000000,19300000,2025/10/19,既存住宅,宅地 / 近隣商業地域,330,,158.98,4部屋 - 2LLDDKK ,1997
旭川市春光4条8丁目219-314(10-11),18980000,18980000,2025/10/18,既存住宅,宅地 / 第２種中高層住居専用地域,222.18,,112.35,4部屋 - ４ＬＤＫ,1987
旭川市末広5条6丁目7番7号,8800000,8800000,2025/10/18,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,119.43,4部屋 - ４ＬＤＫ,1977
旭川市末広4条3丁目2-26,10990000,10990000,2025/10/17,既存住宅,宅地 / 第１種低層住居専用地域,286,,110.71,3部屋 - ３ＬＤＫ,1992
旭川市東光15条9丁目2-3,8800000,7000000,2025/10/17,既存住宅,宅地 / 第１種低層住居専用地域,250.24,,113.4,- ４ＬＤＫ,1986
旭川市忠和8条3丁目,2500000,1700000,2025/10/17,既存住宅,宅地 / 第１種住居地域,300.81,,77.73,5部屋 - ４ＬＤＫ,1986
旭川市緑町13丁目3019番43,3980000,3000000,2025/10/16,既存住宅,宅地 / 第１種住居地域,169.99,,93.66,4部屋 - ３ＬＤＫ,1986
旭川市春光6条1丁目3564番252(住居表示:4-13),12980000,12000000,2025/10/16,既存住宅,宅地 / 第２種中高層住居専用地域,265.33,,125.9,3部屋 - 3SSLDK ,2005
旭川市東光8条7丁目5番7号,13800000,13500000,2025/10/16,既存住宅,宅地 / 第１種低層住居専用地域,286.65,,135.48,2部屋 - ２ＬＫ,1997
旭川市永山3条16丁目73番57､58,10800000,10800000,2025/10/16,既存住宅,宅地 / 第１種住居地域,373.4,,115.83,4部屋 - ４ＬＤＫ,1975
旭川市曙1条4丁目2番7号,23800000,23800000,2025/10/14,既存住宅,宅地 / 準住居地域,231.43,,167.17,- ６ＬＤＫ,2000
旭川市末広3条5丁目,8300000,8000000,2025/9/6,既存住宅,宅地 / 第１種低層住居専用地域,194.07,,106.92,4部屋 - ４ＬＤＫ,1986
旭川市6条通23丁目359-3,4800000,4800000,2025/10/14,既存住宅,宅地 / 第１種住居地域,238.02,,306.38,8部屋 - ８ＬＤＫ,1976
旭川市東光4条4丁目3番3号,500000,500000,2025/10/14,既存住宅,宅地 / 第２種中高層住居専用地域,99.17,,114.02,5部屋 - ５ＬＤＫ,1961
旭川市北門町12丁目2934番17,18500000,18500000,2025/10/14,既存住宅,宅地 / 第１種住居地域,238.01,,119.23,4部屋 - ４ＬＤＫ,2001
旭川市末広東二条三丁目5-24,4990000,4990000,2025/10/13,既存住宅,宅地 / 第２種中高層住居専用地域,214.07,,86.67,4部屋 - ４ＬＤＫ,1979
旭川市神楽岡7条5丁目4番5号,8800000,8800000,2025/10/6,既存住宅,宅地 / 第１種低層住居専用地域,272.88,,123.93,5部屋 - ４ＬＤＫ,1984
旭川市宮下通19丁目1112-2,21000000,20500000,2025/10/11,既存住宅,宅地 / 準工業地域,267.76,,135.79,2部屋 - １ＬＤＫ,2007
旭川市神楽岡12条5丁目4番21号,12480000,12000000,2025/10/12,既存住宅,宅地 / 第２種中高層住居専用地域,675.86,,197.64,9部屋 - ７ＬＤＫ,1982
旭川市神楽岡8条5丁目3-3136(5-22),16980000,16700000,2025/10/12,既存住宅,宅地 / 第１種低層住居専用地域,263.77,,125.86,4部屋 - ４ＬＤＫ,1985
旭川市旭岡5丁目7番32号,16800000,16800000,2025/10/11,既存住宅,宅地 / 第１種低層住居専用地域,297.45,,142.01,5部屋 - ４ＬＤＫ,2001
旭川市神居町忠和,6000000,6000000,2025/10/10,既存住宅,宅地 /,24864.1,,171.45,6部屋 - ５ＬＤＫ,1978
旭川市末広5条4丁目7番6号,7000000,6500000,2025/10/9,既存住宅,宅地 / 第１種低層住居専用地域,245.2,,109.35,5部屋 - ５ＳＬＤＫ,1977
旭川市西御料3条1丁目5-18,18800000,18800000,2025/10/7,既存住宅,宅地 / 第１種低層住居専用地域,231.52,,101.85,4部屋 - ４ＬＤＫ,2000
旭川市末広4条12丁目4番8号,13800000,13800000,2025/10/7,既存住宅,宅地 / 第１種低層住居専用地域,202.6,,83.02,3部屋 - ３ＬＤＫ,1987
旭川市豊岡7条7丁目8-13,13800000,13800000,2025/10/7,既存住宅,宅地 / 第１種低層住居専用地域,232,,92.74,4部屋 - ４ＬＤＫ,1982
